ID,duration,wav,wav_format,wav_opts
noise-free-sound-0320_15,6.7395625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0320.wav,wav,
noise-free-sound-0651_16,65.2095,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0651.wav,wav,
noise-free-sound-0479_17,3.715625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0479.wav,wav,
noise-free-sound-0433_18,42.2370625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0433.wav,wav,
noise-free-sound-0706_19,28.290625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0706.wav,wav,
noise-free-sound-0736_20,0.9194375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0736.wav,wav,
noise-free-sound-0020_21,60.18575,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0020.wav,wav,
noise-free-sound-0083_22,0.59125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0083.wav,wav,
noise-free-sound-0274_23,3.96775,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0274.wav,wav,
noise-free-sound-0488_24,5.656875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0488.wav,wav,
noise-free-sound-0510_25,19.845125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0510.wav,wav,
noise-free-sound-0197_26,10.5939375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0197.wav,wav,
noise-free-sound-0727_27,29.022,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0727.wav,wav,
noise-free-sound-0817_28,1.6123125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0817.wav,wav,
noise-free-sound-0541_29,16.37875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0541.wav,wav,
noise-free-sound-0515_30,4.075125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0515.wav,wav,
noise-free-sound-0621_31,6.724375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0621.wav,wav,
noise-free-sound-0122_32,8.0,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0122.wav,wav,
noise-free-sound-0782_33,9.8986875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0782.wav,wav,
noise-free-sound-0438_34,7.52325,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0438.wav,wav,
noise-free-sound-0414_35,28.3785,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0414.wav,wav,
noise-free-sound-0533_36,37.91875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0533.wav,wav,
noise-free-sound-0305_37,29.5,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0305.wav,wav,
noise-free-sound-0356_38,24.96,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0356.wav,wav,
noise-free-sound-0657_39,9.6670625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0657.wav,wav,
noise-free-sound-0644_40,94.5981875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0644.wav,wav,
noise-free-sound-0277_41,5.705125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0277.wav,wav,
noise-free-sound-0290_42,44.304,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0290.wav,wav,
noise-free-sound-0489_43,62.8613125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0489.wav,wav,
noise-free-sound-0271_44,29.6983125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0271.wav,wav,
noise-free-sound-0500_45,34.374875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0500.wav,wav,
noise-free-sound-0715_46,60.0555,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0715.wav,wav,
noise-free-sound-0084_47,19.4194375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0084.wav,wav,
noise-free-sound-0474_48,35.935,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0474.wav,wav,
noise-free-sound-0177_49,106.737875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0177.wav,wav,
noise-free-sound-0291_50,9.090625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0291.wav,wav,
noise-free-sound-0398_51,44.8800625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0398.wav,wav,
noise-free-sound-0457_52,44.3666875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0457.wav,wav,
noise-free-sound-0213_53,5.7140625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0213.wav,wav,
noise-free-sound-0534_54,17.477625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0534.wav,wav,
noise-free-sound-0425_55,1.410625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0425.wav,wav,
noise-free-sound-0753_56,24.696,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0753.wav,wav,
noise-free-sound-0809_57,25.1298125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0809.wav,wav,
noise-free-sound-0699_58,119.5101875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0699.wav,wav,
noise-free-sound-0075_59,20.31125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0075.wav,wav,
noise-free-sound-0431_60,22.9355,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0431.wav,wav,
noise-free-sound-0481_61,7.907875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0481.wav,wav,
noise-free-sound-0812_62,12.198,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0812.wav,wav,
noise-free-sound-0260_63,14.4,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0260.wav,wav,
noise-free-sound-0102_64,143.62125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0102.wav,wav,
noise-free-sound-0243_65,90.0005625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0243.wav,wav,
noise-free-sound-0779_66,12.512625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0779.wav,wav,
noise-free-sound-0399_67,16.9025,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0399.wav,wav,
noise-free-sound-0790_68,16.138125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0790.wav,wav,
noise-free-sound-0416_69,14.9700625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0416.wav,wav,
noise-free-sound-0272_70,41.058125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0272.wav,wav,
noise-free-sound-0525_71,0.9583125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0525.wav,wav,
noise-free-sound-0617_72,8.2026875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0617.wav,wav,
noise-free-sound-0763_73,20.491625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0763.wav,wav,
noise-free-sound-0183_74,8.0914375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0183.wav,wav,
noise-free-sound-0408_75,15.0,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0408.wav,wav,
noise-free-sound-0429_76,24.0,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0429.wav,wav,
noise-free-sound-0756_77,4.15875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0756.wav,wav,
noise-free-sound-0028_78,19.6179375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0028.wav,wav,
noise-free-sound-0824_79,33.12325,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0824.wav,wav,
noise-free-sound-0221_80,10.9275625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0221.wav,wav,
noise-free-sound-0174_81,9.109125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0174.wav,wav,
noise-free-sound-0679_82,22.0,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0679.wav,wav,
noise-free-sound-0218_83,6.131125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0218.wav,wav,
noise-free-sound-0302_84,17.914125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0302.wav,wav,
noise-free-sound-0523_85,8.424,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0523.wav,wav,
noise-free-sound-0116_86,8.82075,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0116.wav,wav,
noise-free-sound-0589_87,2.2465,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0589.wav,wav,
noise-free-sound-0540_88,3.0040625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0540.wav,wav,
noise-free-sound-0012_89,32.15625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0012.wav,wav,
noise-free-sound-0269_90,49.125125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0269.wav,wav,
noise-free-sound-0156_91,90.197375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0156.wav,wav,
noise-free-sound-0677_92,107.76,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0677.wav,wav,
noise-free-sound-0590_93,3.78775,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0590.wav,wav,
noise-free-sound-0672_94,6.2955,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0672.wav,wav,
noise-free-sound-0608_95,3.5265,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0608.wav,wav,
noise-free-sound-0062_96,6.0666875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0062.wav,wav,
noise-free-sound-0327_97,5.1596875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0327.wav,wav,
noise-free-sound-0591_98,12.256875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0591.wav,wav,
noise-free-sound-0140_99,24.77475,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0140.wav,wav,
noise-free-sound-0570_100,6.373875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0570.wav,wav,
noise-free-sound-0509_101,10.79725,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0509.wav,wav,
noise-free-sound-0840_102,70.191,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0840.wav,wav,
noise-free-sound-0648_103,12.288,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0648.wav,wav,
noise-free-sound-0239_104,37.50525,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0239.wav,wav,
noise-free-sound-0164_105,24.96,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0164.wav,wav,
noise-free-sound-0637_106,14.6841875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0637.wav,wav,
noise-free-sound-0131_107,55.597375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0131.wav,wav,
noise-free-sound-0446_108,31.416,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0446.wav,wav,
noise-free-sound-0374_109,0.7430625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0374.wav,wav,
noise-free-sound-0625_110,20.8195625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0625.wav,wav,
noise-free-sound-0698_111,76.168875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0698.wav,wav,
noise-free-sound-0347_112,13.7801875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0347.wav,wav,
noise-free-sound-0236_113,5.5640625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0236.wav,wav,
noise-free-sound-0045_114,4.644,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0045.wav,wav,
noise-free-sound-0789_115,8.8515,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0789.wav,wav,
noise-free-sound-0453_116,0.9404375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0453.wav,wav,
noise-free-sound-0194_117,7.882875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0194.wav,wav,
noise-free-sound-0783_118,8.614625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0783.wav,wav,
noise-free-sound-0528_119,3.06975,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0528.wav,wav,
noise-free-sound-0726_120,120.0138125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0726.wav,wav,
noise-free-sound-0646_121,35.813,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0646.wav,wav,
noise-free-sound-0127_122,2.448,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0127.wav,wav,
noise-free-sound-0293_123,43.0381875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0293.wav,wav,
noise-free-sound-0335_124,34.0375625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0335.wav,wav,
noise-free-sound-0276_125,2.8715,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0276.wav,wav,
noise-free-sound-0460_126,13.104,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0460.wav,wav,
noise-free-sound-0270_127,398.0610625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0270.wav,wav,
noise-free-sound-0014_128,3.4159375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0014.wav,wav,
noise-free-sound-0585_129,0.9288125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0585.wav,wav,
noise-free-sound-0814_130,15.661625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0814.wav,wav,
noise-free-sound-0009_131,8.3866875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0009.wav,wav,
noise-free-sound-0448_132,0.574,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0448.wav,wav,
noise-free-sound-0692_133,0.927875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0692.wav,wav,
noise-free-sound-0095_134,4.068375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0095.wav,wav,
noise-free-sound-0400_135,14.86075,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0400.wav,wav,
noise-free-sound-0605_136,32.0,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0605.wav,wav,
noise-free-sound-0717_137,5.9820625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0717.wav,wav,
noise-free-sound-0594_138,141.1773125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0594.wav,wav,
noise-free-sound-0233_139,44.3495,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0233.wav,wav,
noise-free-sound-0829_140,6.7504375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0829.wav,wav,
noise-free-sound-0494_141,56.05875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0494.wav,wav,
noise-free-sound-0721_142,9.03,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0721.wav,wav,
noise-free-sound-0831_143,11.441625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0831.wav,wav,
noise-free-sound-0745_144,4.7333125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0745.wav,wav,
noise-free-sound-0467_145,14.1738125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0467.wav,wav,
noise-free-sound-0357_146,8.1763125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0357.wav,wav,
noise-free-sound-0427_147,21.995125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0427.wav,wav,
noise-free-sound-0392_148,13.221,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0392.wav,wav,
noise-free-sound-0444_149,20.2478125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0444.wav,wav,
noise-free-sound-0792_150,41.5869375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0792.wav,wav,
noise-free-sound-0078_151,10.370625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0078.wav,wav,
noise-free-sound-0576_152,3.732625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0576.wav,wav,
noise-free-sound-0729_153,187.14125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0729.wav,wav,
noise-free-sound-0432_154,22.2540625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0432.wav,wav,
noise-free-sound-0151_155,53.76,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0151.wav,wav,
noise-free-sound-0037_156,0.94,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0037.wav,wav,
noise-free-sound-0658_157,19.0,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0658.wav,wav,
noise-free-sound-0329_158,9.69225,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0329.wav,wav,
noise-free-sound-0748_159,5.64,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0748.wav,wav,
noise-free-sound-0723_160,89.721875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0723.wav,wav,
noise-free-sound-0801_161,6.01075,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0801.wav,wav,
noise-free-sound-0182_162,2.25225,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0182.wav,wav,
noise-free-sound-0175_163,4.7188125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0175.wav,wav,
noise-free-sound-0838_164,1.0029375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0838.wav,wav,
noise-free-sound-0295_165,6.8963125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0295.wav,wav,
noise-free-sound-0546_166,117.6240625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0546.wav,wav,
noise-free-sound-0064_167,100.1333125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0064.wav,wav,
noise-free-sound-0298_168,32.0,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0298.wav,wav,
noise-free-sound-0022_169,24.832,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0022.wav,wav,
noise-free-sound-0150_170,0.4504375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0150.wav,wav,
noise-free-sound-0001_171,40.5365,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0001.wav,wav,
noise-free-sound-0671_172,70.191,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0671.wav,wav,
noise-free-sound-0575_173,6.635125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0575.wav,wav,
noise-free-sound-0410_174,1.1808125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0410.wav,wav,
noise-free-sound-0477_175,15.124875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0477.wav,wav,
noise-free-sound-0403_176,13.009,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0403.wav,wav,
noise-free-sound-0593_177,61.649,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0593.wav,wav,
noise-free-sound-0713_178,1.6979375,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0713.wav,wav,
noise-free-sound-0638_179,5.5926875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0638.wav,wav,
noise-free-sound-0090_180,5.8441875,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0090.wav,wav,
noise-free-sound-0538_181,0.5738125,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0538.wav,wav,
noise-free-sound-0067_182,39.889,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0067.wav,wav,
noise-free-sound-0643_183,2.78425,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0643.wav,wav,
noise-free-sound-0662_184,1.410625,/home/rlg/projects/sig/VoxCeleb/voxceleb2/noise/pointsource_noises/noise-free-sound-0662.wav,wav,
